,observed data from cwc,,,,simulations from SWAT hydrological model,,,,,,,
date,storage,reservoir level,observed inflow,observed outflow,simulated inflow,simulated outflow,precipitation,simulated evapotranspiration,simulated storage,precipitation,Evapotranspiration,Soil Moisture
 (mm/dd/yyyy),TMC,ft,cumecs,cumecs,cumecs,cumecs,cubic meter,cubic meter,TMC,mm/day,mm/day,mm/day
8/24/2015,28.27,106.41,291.5544,488.12352,426.6,428.9,219500,22280,23.29708564,4.210002119,0.399,132
8/25/2015,27.46,105.53,207.69888,463.90992,365.6,367.6,125400,40380,23.29355417,2.375846386,0.624,129
8/26/2015,27.12,105.15,264.59376,373.22928,330.7,330.6,0,92950,23.2900227,0,0.122,127
8/27/2015,26.94,104.95,197.07888,252.24624,313.6,312.2,78380,25920,23.29708564,1.458787029,0.506,126
8/28/2015,26.92,104.92,232.45056,237.66144,301.1,303.3,224800,38000,23.29708564,4.279357847,0.695,127
8/29/2015,26.78,104.76,205.32,247.96992,285.8,285.4,0,123500,23.29355417,0,0.944,125
8/30/2015,26.47,104.41,123.67344,221.0376,280.3,278.8,26130,67360,23.29708564,0.458695764,0.712,124
8/31/2015,26.15,104.05,95.77824,196.00272,274.8,275.6,31360,49340,23.29355417,0.609234151,0.132,124
9/1/2015,25.83,103.67,73.2072,177.19824,267.7,267.1,5226,59210,23.29355417,0.140851256,0.56,123
9/2/2015,25.53,103.33,65.61744,157.4592,264.3,264,10450,38990,23.29355417,0.162541099,0.0818,123
9/3/2015,25.3,103.05,63.26688,138.25824,261.5,212.1,26130,55560,23.44187577,0.543524414,0.587,123
9/4/2015,25.3,103.05,70.8,67.20336,261,261.5,63080,15400,23.44187577,1.172371303,0.205,124
9/5/2015,25.38,103.15,80.74032,49.05024,316.2,330,115600,51020,23.40302964,2.228964205,0.784,125
9/6/2015,25.68,103.5,150.97392,49.1352,975.6,988.6,923700,59790,23.3959667,17.60430733,1.06,130
9/7/2015,26.35,104.28,273.93936,49.30512,618.2,632.6,776500,51850,23.3747779,14.75966305,0.637,132
9/8/2015,26.9,104.9,231.82752,49.56,914.9,950.8,1153000,35270,23.30768004,22.0082551,0.556,135
9/9/2015,27.33,105.38,194.47344,49.75824,565.3,575.9,109800,52960,23.27589684,2.123979634,1.04,131
9/10/2015,27.98,106.1,267.08592,50.01312,452.6,447.2,88780,36880,23.29355417,1.744849653,0.709,128
9/11/2015,28.4,106.56,196.9656,53.92128,442.5,446.6,297900,38210,23.2900227,5.728846197,0.788,129
9/12/2015,28.61,106.78,134.6616,64.76784,404.3,402.4,41800,31560,23.29708564,0.833306597,0.723,127
9/13/2015,28.76,106.95,120.10512,64.76784,358.2,359.5,83630,62400,23.29355417,1.610555541,1.49,125
9/14/2015,28.85,107.04,96.48624,64.9944,338.8,359,15680,82790,23.22998777,0.287634904,0.107,124
9/15/2015,28.77,106.96,80.68368,101.21568,325.4,333.4,41710,46360,23.2052675,0.759987364,0.614,124
9/16/2015,28.53,106.7,98.07216,172.86528,281.3,284.3,135400,48980,23.19820457,2.562961092,1.09,125
9/17/2015,28.26,106.4,96.4296,183.31536,267.7,267.9,41660,107100,23.1946731,0.843260199,1.32,123
9/18/2015,28.03,106.15,98.2704,170.00496,244.1,242.5,0,144800,23.1946731,0.024000498,0.19,123
9/19/2015,27.83,105.94,143.52576,202.71456,277.3,275.9,135400,86600,23.20173604,2.580438807,2.09,123
9/20/2015,27.5,105.57,129.25248,234.68784,319.7,379.3,307300,1045,23.03222564,5.915954908,0.0246,127
9/21/2015,27.12,105.15,113.67648,233.86656,312.5,438,82770,35340,22.65082724,1.573534546,0.871,126
9/22/2015,26.99,105,192.63264,233.13024,307.6,283.1,5096,45570,22.72145657,0.094485469,0.0617,125
9/23/2015,26.82,104.81,181.78608,232.7904,288,243.8,0,102700,22.8556523,0,0.139,124
9/24/2015,26.43,104.37,153.01296,276.03504,277.2,257.4,35960,14150,22.91568724,0.718904018,0.299,124
9/25/2015,25.79,103.63,192.80256,396.93312,850.1,847.3,1354000,42970,22.96865924,26.26849016,1.01,131
9/26/2015,25.36,103.12,313.55904,453.09168,534.1,532.2,221900,46110,22.9827851,4.297462632,1.05,130
9/27/2015,25.13,102.85,357.59664,427.94352,415.2,401,15490,29410,23.0251627,0.346701769,0.117,127
9/28/2015,25.17,102.9,425.98944,408.77088,596.3,599.5,941300,63280,23.0463515,18.15569242,1.26,131
9/29/2015,25.34,103.1,367.5936,308.57472,387,404.9,134600,58630,22.9933795,2.606300281,1.42,128
9/30/2015,25.56,103.36,292.91376,216.30816,589.6,593.1,862700,46270,23.0145683,16.73239957,0.846,132
10/1/2015,26.08,103.97,359.664,184.788,487,489.8,134400,67050,23.00750537,2.607651214,1.43,129
10/2/2015,26.45,104.39,297.6432,172.38384,400,403.1,237700,57230,23.0039739,4.604262302,0.904,129
10/3/2015,26.6,104.56,204.44208,150.91728,353.7,344.9,77510,58220,23.03222564,1.477468072,1.36,126
10/4/2015,26.58,104.54,124.06992,125.25936,325.8,326.2,82770,41890,23.03222564,1.606371211,0.869,126
10/5/2015,26.99,105,263.6592,126.64704,579.2,573.5,610400,71050,23.0675403,11.78938502,1.17,129
10/6/2015,27.44,105.5,239.53056,87.28224,744.6,822.9,1078000,101900,22.86271524,20.80668636,1.78,132
10/7/2015,28.18,106.32,260.9688,11.83776,491.5,515.3,138800,72880,22.7920859,2.650178613,1.72,129
10/8/2015,28.66,106.84,174.4512,2275.73856,416.7,399.7,235800,61090,22.85212084,4.587290709,1.01,128
10/9/2015,28.98,107.18,121.71936,2286.24528,425.2,397.3,231200,54620,22.94393897,4.460666275,1.21,128
10/10/2015,29.34,107.56,135.5112,2297.94144,378.4,385.8,72170,36850,22.92275017,1.446815802,0.954,126
10/11/2015,29.63,107.87,117.58464,2308.10832,342.3,361,51510,80090,22.86271524,0.970987094,1.55,125
10/12/2015,30,108.25,152.19168,2321.2488,387.2,393.7,529300,48600,22.85918377,10.31002511,0.982,128
10/13/2015,30.37,108.63,153.40944,2334.50256,346.4,349,10280,45820,22.85212084,0.198537335,0.762,126
10/14/2015,30.58,108.85,129.11088,2345.66064,314.9,313.3,0,132800,22.85212084,0,0.188,124
10/15/2015,30.5,108.77,98.18544,118.57584,325.8,306.2,0,144900,22.90509284,0,0.205,124
10/16/2015,30.37,108.63,107.4744,146.89584,343.7,335,0,142800,22.92628164,0,0.203,123
10/17/2015,30.16,108.42,85.12992,146.8392,307.7,333.9,0,153300,22.84152644,0,0.203,123
10/18/2015,29.98,108.23,91.27536,146.61264,291.3,290.6,0,151000,22.83799497,0,0,123
10/19/2015,29.71,107.95,62.98368,146.52768,365.1,366.4,0,142000,22.83093204,0,0,123
10/20/2015,29.43,107.65,58.1976,146.2728,296.5,294.9,0,136800,22.83093204,0,0,123
10/21/2015,29.17,107.38,67.42992,146.21616,266.1,264.5,0,143600,22.83093204,0.041881636,0,123
10/22/2015,28.89,107.08,57.88608,145.96128,262.4,260.8,0,133000,22.83093204,0,0,123
10/23/2015,28.59,106.76,53.12832,145.73472,268.1,265.2,0,166300,22.8344635,0,0,123
10/24/2015,28.28,106.43,50.52288,145.5648,304.5,305.6,0,161300,22.8238691,0,0,123
10/25/2015,27.94,106.06,38.17536,145.33824,334.1,331.5,0,146000,22.82740057,0,0,123
10/26/2015,27.58,105.66,36.9576,150.74736,334.4,333.5,0,159600,22.8238691,0,0,123
10/27/2015,27.25,105.29,46.02,150.57744,371,429.4,0,143600,22.64023284,0,0,123
10/28/2015,26.93,104.93,49.36176,150.46416,409.9,430.2,81510,52000,22.5801979,1.60159704,1.41,123
10/29/2015,26.88,104.88,121.9176,131.74464,454.9,459.5,477700,81800,22.5801979,9.364346365,1.32,127
10/30/2015,26.74,104.72,100.8192,142.308,432.9,430.4,106700,67000,22.58726084,2.147887647,1.44,126
10/31/2015,26.62,104.58,101.83872,137.57856,350.1,349.8,305000,71140,22.59785524,5.964788683,1.43,127
11/1/2015,26.47,104.41,93.05952,137.43696,340.1,335.6,193200,63410,22.61551257,3.760364126,1.27,127
11/2/2015,26.72,104.7,194.33184,100.76256,521,525.5,839700,21830,22.6331699,16.45691291,0.381,131
11/3/2015,27.39,105.45,297.10512,74.11344,536.2,537.8,616200,41000,22.64729577,12.14490294,0.983,133
11/4/2015,28.15,106.28,341.79408,90.9072,917.4,927.6,1350000,36820,22.66142164,26.47098732,0.812,135
11/5/2015,29.04,107.24,339.84,43.66944,1303,1318,1672000,55140,22.6755475,32.8085889,1.28,136
11/6/2015,29.93,108.18,309.87744,13.0272,846.3,841.8,0,123400,22.68261044,0,1.37,130
11/7/2015,30.3,108.56,138.28656,13.42368,666.9,663.1,5103,80350,22.69320484,0.113832198,0.433,126
11/8/2015,30.58,108.85,109.8816,13.62192,683.8,629.1,0,151600,22.8556523,0,0.226,124
11/9/2015,30.77,109.04,92.71968,27.8952,718,573.5,10270,54860,23.29355417,0.17887482,0.0815,124
11/10/2015,31.04,109.32,127.0152,31.66176,759.6,741.9,627100,82880,23.36771497,11.97246047,1.98,127
11/11/2015,31.4,109.68,135.73776,14.3016,694.7,698.4,288300,53820,23.3641835,5.456395795,1.25,128
11/12/2015,31.8,110.08,155.98656,20.90016,662.9,666.9,309200,54550,23.36065204,5.866912256,1.05,128
11/13/2015,32.1,110.37,124.38144,23.364,663.6,668.3,461100,51680,23.36065204,8.777169231,1.11,130
11/14/2015,32.21,110.48,92.69136,51.684,541.6,541.9,10480,68570,23.35712057,0.18463894,0.777,127
11/15/2015,32.38,110.65,121.4928,60.51984,492.2,592.8,0,120700,23.0463515,0,0.177,125
11/16/2015,32.61,110.89,138.28656,60.63312,420.4,626.4,139800,59060,22.4212819,2.665208461,1.62,125
11/17/2015,32.74,111,109.8816,62.19072,400.2,523.7,0,136200,22.0398835,0.017572131,0.208,124
11/18/2015,32.59,110.86,74.08512,116.50848,391.1,484,0,158600,21.75030324,0.030192323,0.247,123
11/19/2015,32.42,110.69,96.20304,148.62336,332.4,484,186700,60270,21.29121257,3.780543687,1.37,124
11/20/2015,32.4,110.67,103.90608,106.25664,287.5,478,144600,52340,20.7155835,3.028577929,1.26,125
11/21/2015,32.34,110.61,90.53904,106.25664,283,388,47020,72000,20.39422003,1.048064526,1.55,123
11/22/2015,32.35,110.62,80.20224,72.55584,279.8,361,23180,61320,20.1434859,0.451516579,0.127,123
11/23/2015,32.4,110.67,87.31056,66.52368,222.3,361,128400,49990,19.72324137,2.794646012,1.38,124
11/24/2015,32.49,110.76,100.8192,66.52368,193.6,359,108000,73620,19.2217731,2.441734816,2.3,123
11/25/2015,32.54,110.81,87.48048,66.552,192.1,356,30770,34910,18.72030483,0.737603858,0.0621,123
11/26/2015,32.48,110.75,64.96608,80.712,188.7,305,0,108200,18.36009523,0,0.197,123
11/27/2015,32.33,110.6,56.2152,101.98032,186.9,270,0,101000,18.10582963,0,0.174,123
11/28/2015,32.12,110.39,57.37632,123.13536,184.1,62,0,140300,18.47310216,0,0.1,123
11/29/2015,31.87,110.15,47.03952,122.79552,182.8,7,0,105900,19.00282216,0,0,123
11/30/2015,31.65,109.93,54.14784,122.71056,181.9,7,130500,58180,19.5396051,2.997523641,1.5,123
12/1/2015,31.44,109.72,57.85776,122.37072,180.1,7,75850,51640,20.0693251,1.67590602,1.33,123
12/2/2015,31.33,109.61,73.71696,105.3504,177.9,7,9141,56140,20.5884507,0.160774712,0.116,123
12/3/2015,31.33,109.61,73.26384,69.07248,176.5,7,51440,20820,21.1075763,1.061050605,0.45,124
12/4/2015,31.47,109.75,68.42112,18.66288,176.2,7,4783,28490,21.62317044,0.094574079,0.0835,124
12/5/2015,31.62,109.9,71.70624,18.66288,187.5,7,0,117700,22.17054777,0,0.165,123
12/6/2015,31.72,110,55.56384,18.80448,253.4,7,0,109300,22.9192187,0,0,123
12/7/2015,31.8,110.08,50.06976,19.116,278.1,86.49,0,116300,23.49837924,0,0,123
12/8/2015,31.88,110.16,50.06976,19.116,284.7,283.3,0,121300,23.49837924,0,0,123
12/9/2015,31.97,110.25,53.41152,19.116,280.9,279.2,0,145600,23.49837924,0,0,123
12/10/2015,31.87,110.15,54.0912,83.1192,279.7,278.3,0,124100,23.49837924,0,0,123
12/11/2015,31.64,109.92,50.80608,122.59728,278.2,276.7,0,130200,23.49837924,0,0,123
12/12/2015,31.36,109.64,49.39008,136.38912,264.4,353.3,5267,15010,23.2264563,0.052025937,0,124
12/13/2015,31.1,109.38,55.76208,136.24752,202.8,350.1,0,150000,22.7708971,0.016647195,0,124
12/14/2015,30.82,109.1,48.93696,135.90768,149.6,245,0,125600,22.47778537,0,0,124
12/15/2015,30.58,108.85,59.6136,135.68112,148,263,30370,60680,22.1246387,0.60621318,1.64,122
12/16/2015,30.31,108.57,50.72112,135.56784,145.3,278,9979,70300,21.71852004,0.176150218,0.163,122
12/17/2015,30.06,108.31,46.27488,124.77792,142.1,272,0,107400,21.31593283,0,0,122
12/18/2015,29.8,108.05,36.9576,115.46064,139.1,326,0,129700,20.74383523,0,0,122
12/19/2015,29.64,107.88,34.38048,83.43072,136.9,229,0,105400,20.45778643,0,0,122
12/20/2015,29.52,107.75,33.30432,69.92208,134.3,124,0,105600,20.48603817,0,0,122
12/21/2015,29.28,107.5,38.45856,112.2888,131.7,142,0,108200,20.4507235,0,0,122
12/22/2015,29.03,107.23,32.02992,112.06224,129.3,96,0,103300,20.54960457,0,0,122
12/23/2015,28.81,107,30.24576,97.87392,126.8,68,0,104200,20.72264643,0,0,122
12/24/2015,28.68,106.86,16.4256,55.16736,124.1,6,0,111600,21.07932457,0,0,122
12/25/2015,28.57,106.74,22.40112,55.0824,121.7,6,0,112800,21.42893977,0,0,122
12/26/2015,28.47,106.63,25.43136,55.0824,152.3,6,0,169000,21.8703731,0,0,122
12/27/2015,28.36,106.51,22.3728,55.05408,161.2,6,0,151100,22.34005817,0,0,122
12/28/2015,28.27,106.41,28.20672,54.85584,183.2,6,0,128000,22.87330964,0,0,122
12/29/2015,28.21,106.35,40.24272,54.77088,184.9,6,0,123700,23.4171555,0,0,122
12/30/2015,28.12,106.25,35.4,62.04912,191.6,162.3,0,120500,23.5019107,0,0,122
12/31/2015,28.01,106.13,29.33952,62.04912,180.1,178.5,0,135100,23.5019107,0,0,122
1/1/2016,27.89,106,19.90896,55.6488,182.9,181.4,0,130300,23.5019107,0,0,122
1/2/2016,27.78,105.88,17.44512,49.07856,168.6,237.1,0,131700,23.28649124,0,0,122
1/3/2016,27.71,105.8,15.17952,35.00352,115.4,200.9,0,129600,23.02163124,0,0,122
1/4/2016,27.7,105.79,12.57408,11.72448,98.19,173,0,127000,22.78855444,0,0,122
1/5/2016,27.68,105.77,9.60048,11.72448,95.65,180,0,150000,22.5272259,0,0,122
1/6/2016,27.66,105.75,9.60048,11.72448,93.73,176,0,134700,22.26942884,0,0,122
1/7/2016,27.51,105.58,9.11904,55.47888,91.18,174,0,161900,22.01163177,0,0,122
1/8/2016,27.23,105.27,10.62,98.32704,89.57,5,0,132200,22.26589737,0,0,122
1/9/2016,26.99,105,22.34448,98.24208,87.35,6,0,145700,22.50956857,0,0,122
1/10/2016,26.73,104.71,18.29472,98.1288,85.52,7,0,136600,22.74264537,0,0,122
1/11/2016,26.43,104.37,14.35824,112.03392,83.36,7,0,151100,22.9721907,0,0,122
1/12/2016,26.15,104.05,23.47728,111.89232,98.74,7,0,133100,23.2476451,0,0,122
1/13/2016,25.87,103.72,22.42944,111.80736,116.6,35.4,0,152300,23.48778484,0,0,122
1/14/2016,25.56,103.36,16.36896,113.81808,124.1,119.6,0,130400,23.49837924,0,0,122
1/15/2016,25.25,103,18.37968,115.80048,137.3,135.9,0,122500,23.49837924,0,0,122
1/16/2016,24.92,102.6,18.23808,124.1832,135.3,133.9,0,124100,23.49837924,0,0,122
1/17/2016,24.6,102.22,23.33568,124.09824,125.1,123.3,0,156000,23.49837924,0,0,122
1/18/2016,24.35,101.92,23.0808,101.41392,80.75,81.01,0,150200,23.4913163,0,0,122
1/19/2016,24.08,101.59,16.48224,101.3856,48.46,138.1,10530,44170,23.2158619,0.158192308,0,123
1/20/2016,23.8,101.24,11.01648,101.27232,46.46,176,72950,61100,22.8238691,1.438419757,1.39,123
1/21/2016,23.53,100.91,17.61504,101.21568,44.94,168,10260,67470,22.44600217,0.188943521,0.411,122
1/22/2016,23.29,100.61,26.22432,101.15904,40.81,170,0,125700,22.04694644,0.039636973,0.0129,122
1/23/2016,23.3,100.62,16.08576,10.36512,38.78,172,0,139700,21.63376484,0,0,122
1/24/2016,23.29,100.61,10.87488,10.36512,37.62,89,0,133800,21.47484883,0,0,122
1/25/2016,23.3,100.62,16.08576,10.36512,33.99,6,0,121700,21.55607257,0,0,122
1/26/2016,23.29,100.61,10.87488,10.36512,30.35,6,14620,49050,21.6267019,0.273604602,0,123
1/27/2016,23.28,100.59,8.26944,10.36512,27.76,6,0,134600,21.6902683,0,0,123
1/28/2016,23.27,100.58,10.87488,10.36512,25.67,6,0,130000,21.7432403,0,0,123
1/29/2016,23.25,100.56,8.26944,10.36512,24,6,0,129900,21.7962123,0,0,123
1/30/2016,23.24,100.54,8.26944,10.36512,22.87,6,0,133600,21.84212137,0,0,123
1/31/2016,23.22,100.52,8.26944,10.36512,20.88,6,0,120600,21.88449897,0,0,123
2/1/2016,22.94,100.16,6.34368,96.91104,17.39,6,0,158700,21.9127507,0,0,123
2/2/2016,22.65,99.8,7.5048,96.76944,16.69,6,0,160000,21.93747097,0,0,123
2/3/2016,22.38,99.44,8.43936,96.68448,15.14,6,0,173700,21.96219124,0,0,123
2/4/2016,22.09,99.07,8.72256,99.48816,15.82,6,0,153200,21.9869115,0,0,123
2/5/2016,21.8,98.69,8.12784,99.45984,16.22,6,0,143100,22.01163177,0,0,123
2/6/2016,21.52,98.31,8.55264,99.43152,13.98,6,0,166500,22.0292891,0,0,123
2/7/2016,21.22,97.92,6.54192,99.4032,11.62,6,0,192200,22.0398835,0,0,123
2/8/2016,20.94,97.53,8.496,99.37488,12.75,6,0,147300,22.05754084,0,0,123
2/9/2016,20.66,97.15,10.81824,99.31824,58.15,6,0,144700,22.2093939,0,0,123
2/10/2016,20.37,96.75,8.97744,100.70592,55.35,6,0,153600,22.35418404,0,0,123
2/11/2016,20.08,96.35,9.85536,100.6776,157.9,6,30220,74530,22.81680617,0.595423295,0.589,123
2/12/2016,19.8,95.95,10.11024,100.64928,140.6,6,25650,46950,23.2264563,0.501891086,0.282,123
2/13/2016,19.52,95.55,12.20592,100.62096,145.1,53.22,0,162400,23.5019107,0.01564043,0,123
2/14/2016,19.24,95.15,12.1776,100.59264,110.1,108.1,0,170000,23.5019107,0,0,123
2/15/2016,18.97,94.75,13.50864,100.47936,75.28,73.57,0,147900,23.5019107,0,0,123
2/16/2016,18.69,94.34,12.06432,100.36608,71.24,69.21,0,175400,23.5019107,0,0,123
2/17/2016,18.42,93.93,12.43248,100.30944,75.82,73.98,0,159400,23.5019107,0,0,123
2/18/2016,18.27,93.71,10.67664,55.59216,89.26,87,0,195300,23.5019107,0,0,123
2/19/2016,18.27,93.7,11.328,10.9032,91.82,89.77,0,177300,23.5019107,0,0,123
2/20/2016,18.25,93.68,9.17568,10.9032,92.54,90.76,0,153500,23.5019107,0,0,123
2/21/2016,18.23,93.64,9.57216,15.63264,85.89,84.13,0,151800,23.5019107,0,0,123
2/22/2016,18.2,93.6,10.50672,16.5672,97.85,96.06,0,155200,23.5019107,0,0,123
2/23/2016,18.17,93.55,8.3544,16.5672,177.4,175.2,0,192700,23.5019107,0,0,123
2/24/2016,18.13,93.5,8.32608,16.53888,140.8,138.8,0,173600,23.5019107,0,0,123
2/25/2016,18.11,93.46,10.4784,16.53888,143,142.9,36880,49550,23.5019107,0.720851094,0.5,123
2/26/2016,18.07,93.41,8.32608,16.53888,143.2,144,31610,55480,23.49837924,0.613606623,0.659,123
2/27/2016,18.04,93.36,8.32608,16.53888,110,108.2,0,154000,23.49837924,0.026012968,0.0998,123
2/28/2016,18.01,93.31,8.32608,16.53888,83.23,81.41,0,157200,23.49837924,0,0,123
2/29/2016,17.98,93.27,10.4784,16.53888,54.52,52.32,0,190400,23.49837924,0,0,123
3/1/2016,17.95,93.22,8.29776,16.51056,76.7,74.45,0,194300,23.49837924,0,0.0259,123
3/2/2016,17.92,93.17,8.29776,16.51056,76.03,73.91,0,183500,23.49837924,0,0.203,123
3/3/2016,17.79,92.98,7.53312,45.65184,75.58,73.15,0,210200,23.49837924,0,0.222,122
3/4/2016,17.58,92.65,8.24112,74.79312,76.23,74.33,0,164100,23.49837924,0,0.3,122
3/5/2016,17.37,92.32,8.2128,74.7648,75.69,73.41,0,197100,23.49837924,0,0.292,122
3/6/2016,17.11,91.92,7.95792,102.97152,68.13,66.22,0,165200,23.49837924,0,0.341,122
3/7/2016,16.81,91.43,8.43936,105.7752,149.1,147.3,0,162100,23.49837924,0,0.299,121
3/8/2016,16.51,90.94,8.66592,105.66192,178.9,177,0,171600,23.49837924,0,0.377,121
3/9/2016,16.2,90.43,8.496,106.96464,81.87,79.86,0,173900,23.49837924,0,0.3,121
3/10/2016,15.89,89.92,8.86416,106.908,116.9,114.9,0,170500,23.49837924,0,0.437,120
3/11/2016,15.58,89.4,9.26064,14.13168,132,130.1,0,162400,23.49837924,0,0.482,120
3/12/2016,15.28,88.88,9.88368,106.79472,152.1,149.6,0,217400,23.49837924,0,0.441,119
3/13/2016,15,88.38,8.66592,99.65808,120.5,120.1,21070,55680,23.49837924,0.391209096,0.073,120
3/14/2016,14.71,87.88,9.26064,99.60144,112.3,112.8,115900,70310,23.49837924,2.192737758,1.07,121
3/15/2016,14.43,87.36,7.58976,99.5448,135.4,133.1,0,193300,23.49837924,0,0.465,120
3/16/2016,14.14,86.84,8.32608,99.43152,162.5,160.3,0,183800,23.49837924,0,0.675,120
3/17/2016,13.87,86.33,9.14736,96.45792,162.3,160.1,0,190100,23.49837924,0,0.612,119
3/18/2016,13.59,85.81,8.29776,96.4296,179.6,177.6,0,171100,23.49837924,0,0.748,118
3/19/2016,13.32,85.29,9.912,96.37296,261.5,261,63210,107200,23.49837924,1.164387067,1.23,118
3/20/2016,13.05,84.76,9.28896,96.288,260.8,259,0,154300,23.49837924,0,0.756,117
3/21/2016,12.77,84.22,8.94912,96.20304,203.7,201.9,0,154100,23.49837924,0,0.791,117
3/22/2016,12.5,83.67,8.80752,96.1464,163.8,161.4,0,211100,23.49837924,0,1.12,115
3/23/2016,12.36,83.38,8.38272,52.8168,35.43,35,5267,43190,23.49837924,0.065032423,0.199,115
3/24/2016,12.34,83.35,6.9384,9.51552,5.631,7,0,166100,23.48778484,0,0.826,115
3/25/2016,12.33,83.32,6.91008,9.4872,6.69,7,10530,92440,23.48425337,0.151176751,0.416,114
3/26/2016,12.31,83.29,6.91008,9.4872,4.832,7,0,212700,23.4701275,0,1.54,113
3/27/2016,12.3,83.26,6.91008,9.4872,5.137,7,0,190000,23.4595331,0,1.11,112
3/28/2016,12.28,83.22,5.29584,9.4872,5.08,7,0,191200,23.44540724,0,1.56,110
3/29/2016,12.26,83.18,5.29584,9.4872,5.525,7,0,159600,23.43481284,0,1.34,109
3/30/2016,12.24,83.14,5.29584,9.4872,6.801,7,15760,70990,23.43128137,0.292627394,0.641,108
3/31/2016,12.22,83.1,5.29584,9.4872,7.025,7,5254,54680,23.43128137,0.128034762,0.328,108
4/1/2016,12.2,83.06,5.29584,9.4872,4.589,7,0,212600,23.4171555,0,2.13,106
4/2/2016,12.18,83.02,6.0888,9.4872,6.452,7,15750,86370,23.41009257,0.274776809,0.725,106
4/3/2016,12.16,82.97,4.55952,9.45888,6.675,7,10500,70440,23.41009257,0.184539358,0.98,105
4/4/2016,12.13,82.92,4.61616,9.45888,4.922,7,0,183300,23.3959667,0,1.73,103
4/5/2016,12.09,82.82,4.956,17.61504,5.171,7,0,165200,23.3853723,0,2.36,101
4/6/2016,12.04,82.72,4.92768,17.58672,6.512,7,68180,76890,23.38184084,1.267330527,1.61,100
4/7/2016,11.97,82.58,4.78608,23.67552,4.993,7,0,172600,23.37124644,0,2.52,97.9
4/8/2016,11.77,82.16,4.33296,66.94848,6.162,7,26210,91810,23.3641835,0.48772501,0.971,97.5
4/9/2016,11.59,81.78,5.0976,60.49152,4.666,7,0,189100,23.35005764,0,2.87,94.6
4/10/2016,11.41,81.39,3.87984,60.06672,6.917,7,20950,38740,23.35005764,0.418942869,0.608,94.4
4/11/2016,11.31,81.17,3.62496,34.06896,5.928,7,110000,43400,23.35005764,2.126773834,0.936,95.6
4/12/2016,11.29,81.12,4.47456,9.17568,3.662,7,0,187000,23.3324003,0,2.73,92.8
4/13/2016,11.26,81.07,4.44624,9.14736,7.58,7,340200,88760,23.3429947,6.462152834,1.74,97.5
4/14/2016,11.24,81.02,4.44624,9.14736,5.18,7,0,196000,23.3324003,0,3.38,94.1
4/15/2016,11.22,80.97,4.5312,9.14736,6.529,6,26170,79640,23.3324003,0.493752134,1.29,93.3
4/16/2016,11.2,80.92,4.58784,9.14736,6.498,6,47100,59090,23.3324003,0.917149331,1.32,92.9
4/17/2016,11.17,80.87,4.55952,9.11904,5.715,6,31400,88120,23.32886884,0.561498754,1.66,91.8
4/18/2016,11.15,80.82,4.55952,9.11904,5.541,6,41870,92790,23.32533737,0.752726421,1.8,90.8
4/19/2016,11.13,80.77,4.70112,9.11904,4.319,6,0,160500,23.31474297,0,3.32,87.5
4/20/2016,11.11,80.72,4.6728,9.09072,3.53,18,0,202400,23.26530244,0,3.97,83.5
4/21/2016,11.08,80.67,4.6728,9.09072,3.497,6,0,197000,23.25117657,0,4.06,79.5
4/22/2016,11.06,80.62,4.64448,9.0624,5.048,6,20870,93330,23.24411364,0.390189573,1.12,78.7
4/23/2016,11.04,80.57,4.61616,9.03408,2.574,6,0,247100,23.2264563,0,4.83,73.9
4/24/2016,11.02,80.52,4.61616,9.03408,3.565,6,0,178400,23.21233044,0,3.34,70.6
4/25/2016,11,80.47,4.61616,9.03408,3.344,6,0,188300,23.1946731,0,3.46,67.1
4/26/2016,10.97,80.42,4.58784,9.00576,56.26,6,130200,50080,23.3535891,2.476151834,1.17,68.4
4/27/2016,10.95,80.37,4.58784,9.00576,141.3,90.58,0,173100,23.5019107,0,3.6,64.8
4/28/2016,10.92,80.31,3.08688,8.97744,114,112.7,15800,127800,23.5019107,0.263853371,1.94,63.2
4/29/2016,10.9,80.26,4.55952,8.97744,3.09,6,0,186500,23.48425337,0,3.85,59.3
4/30/2016,10.88,80.21,4.5312,8.94912,3.01,6,0,189200,23.4701275,0,3.74,55.6
5/1/2016,10.86,80.16,4.78608,8.9208,3.973,6,0,122600,23.4595331,0,2.56,53
5/2/2016,10.83,80.1,3.28512,8.86416,3.089,6,0,179100,23.44540724,0,3.93,49.1
5/3/2016,10.8,80.04,3.22848,8.80752,5.796,6,152400,510.4,23.4489387,2.882959321,0.0138,52
5/4/2016,10.78,79.98,3.20016,8.72256,5.551,6,94640,18210,23.4489387,1.844784465,0.424,53.4
5/5/2016,10.78,79.98,3.20016,8.72256,4.997,6,52580,54010,23.4489387,1.012839332,1.27,53.1
5/6/2016,10.67,79.73,3.28512,20.07888,8.1,7,494200,49390,23.46659604,9.363052676,1.21,61.2
5/7/2016,10.63,79.64,3.2568,12.94224,5.043,7,357800,108600,23.4701275,6.803117851,2.01,66
5/8/2016,10.6,79.58,3.22848,8.6376,6.679,7,231500,37900,23.47365897,4.398586392,0.707,69.7
5/9/2016,10.58,79.53,4.61616,8.60928,5.753,7,368400,99660,23.4807219,7.03773125,2.17,74.4
5/10/2016,10.55,79.47,3.20016,8.60928,4.138,16,0,195900,23.4383443,0,4.02,70.4
5/11/2016,10.53,79.41,3.20016,8.60928,36.56,48.53,814600,49910,23.4277499,15.49253252,1.46,83.1
